,saletime,customerID,prodname,prodprice
0,2020/07/14 10:42:37,0,コーヒー,150
1,2020/07/14 10:42:37,0,レモンティー,120
2,2020/07/14 10:42:37,0,ポカリ,140
3,2020/07/14 10:42:37,0,綾鷹,110
4,2020/07/14 10:42:37,0,綾鷹,110
5,2020/07/14 10:47:44,1,レモンティー,120
6,2020/07/14 10:47:44,1,綾鷹,110
7,2020/07/14 10:47:44,1,コーヒー,150
8,2020/07/14 10:47:44,1,コーラ,130
9,2020/07/14 10:47:44,1,レモンティー,120
10,2020/07/14 10:47:44,1,ポカリ,140
11,2020/07/14 10:47:44,1,綾鷹,110
12,2020/07/14 12:12:05,2,コーヒー,150
13,2020/07/14 12:12:05,2,コーラ,130
14,2020/07/14 12:12:05,2,レモンティー,120
15,2020/07/14 12:12:05,2,綾鷹,110
16,2020/07/14 12:12:05,2,レモンティー,120
17,2020/07/14 12:12:05,2,コーラ,130
18,2020/07/14 12:12:05,2,レモンティー,120
19,2020/07/14 12:12:05,2,ポカリ,140
20,2020/07/14 12:12:05,2,綾鷹,110
21,2020/07/14 12:12:05,2,ポカリ,140
22,2020/07/14 12:12:05,2,コーヒー,150
23,2020/07/14 12:12:05,2,コーラ,130
24,2020/07/14 12:12:05,2,ポカリ,140
25,2020/07/14 13:39:00,3,ポカリ,140
26,2020/07/14 13:39:00,3,レモンティー,120
27,2020/07/14 13:43:26,4,レモンティー,120
28,2020/07/14 13:43:26,4,綾鷹,110
29,2020/07/14 13:57:59,5,綾鷹,110
30,2020/07/14 16:49:01,6,コーヒー,150
31,2020/07/14 16:49:01,6,コーラ,130
32,2020/07/14 16:49:01,6,レモンティー,120
33,2020/07/14 16:49:01,6,コーヒー,150
34,2020/07/14 16:49:43,7,ポカリ,140
35,2020/07/14 18:28:38,8,レモンティー,120
36,2020/07/14 18:51:17,9,コーラ,130
37,2020/07/14 19:03:11,10,レモンティー,120
